,address_type,agency,agency_name,borough,bridge_highway_direction,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,location_type,park_borough,park_facility_name,resolution_action_updated_date,school_address,school_city,school_code,school_name,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,unique_key
62,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-01-18T00:00:00.000,10 MANHATTAN,Street Condition,2006-01-17T00:00:00.000,5 AVENUE,LENOX AVENUE,Pothole,,N/A, WEST 125 STREET,10027,,,,,MANHATTAN,Unspecified,2006-01-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 125 STREET,3546269
63,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-09-24T00:00:00.000,10 MANHATTAN,Street Condition,2006-09-23T00:00:00.000,5 AVENUE,LENOX AVENUE,Pothole,,N/A, WEST 128 STREET,10027,,,,,MANHATTAN,Unspecified,2006-09-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 128 STREET,3555895
64,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-06-25T00:00:00.000,11 MANHATTAN,Street Condition,2006-06-20T00:00:00.000,MADISON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 109 STREET,10029,,,,,MANHATTAN,Unspecified,2006-06-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 109 STREET,3552429
65,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-01-23T00:00:00.000,08 MANHATTAN,Street Condition,2006-01-22T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 72 STREET,10021,,,,,MANHATTAN,Unspecified,2006-01-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 72 STREET,3546323
66,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-10-05T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-10-04T00:00:00.000,,,Pothole,,N/A,,,6 AVENUE,BROOME STREET,,,MANHATTAN,Unspecified,2006-10-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3553772
67,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2006-03-05T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-03-04T00:00:00.000,55 STREET,56 STREET,Pothole,,N/A, 3 AVENUE,,,,,,BROOKLYN,Unspecified,2006-03-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,3 AVENUE,3518217
68,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-03-05T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-03-04T00:00:00.000,,,Pothole,,N/A,,,3 AVENUE,58 STREET,,,BROOKLYN,Unspecified,2006-03-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3518219
69,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,,2006-06-23T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-06-22T00:00:00.000,CHARLES STREET,PERRY STREET,Pothole,,N/A, 7 AVENUE SOUTH,,,,,,MANHATTAN,Unspecified,2006-06-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,7 AVENUE SOUTH,3551094
70,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-02-15T00:00:00.000,Unspecified QUEENS,Street Condition,2006-02-09T00:00:00.000,,,Pothole,,N/A,,,41 STREET,ASTORIA BOULEVARD,,,QUEENS,Unspecified,2006-02-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3578413
71,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,,Unspecified QUEENS,Street Condition,2006-01-02T00:00:00.000,79 STREET,80 STREET,Wear & Tear,,N/A, 157 AVENUE,,,,,,QUEENS,Unspecified,2006-01-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,157 AVENUE,3581380
72,,DOT,Department of Transportation,BRONX,,,2006-06-15T00:00:00.000,Unspecified BRONX,Street Condition,2006-06-14T00:00:00.000,,,"Rough, Pitted or Cracked Roads",2006-09-12T00:00:00.000,N/A,,,BRADY AVE,NEILL AVE,,Street,BRONX,Unspecified,2006-06-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,431590
73,,DOT,Department of Transportation,MANHATTAN,,,2006-10-18T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-10-09T00:00:00.000,,,"Rough, Pitted or Cracked Roads",2007-01-07T00:00:00.000,N/A,,,PARK DRIVE SOUTH,W 107 ST,,Street,MANHATTAN,Unspecified,2006-10-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,473996
74,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2006-03-14T00:00:00.000,Unspecified QUEENS,Street Condition,2006-03-13T00:00:00.000,164 AVENUE,165 AVENUE,Pothole,,N/A, POWER ROAD,,,,,,QUEENS,Unspecified,2006-03-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,POWER ROAD,3586606
75,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2006-02-15T00:00:00.000,Unspecified QUEENS,Street Condition,2006-02-14T00:00:00.000,148 STREET,150 STREET,Pothole,,N/A, HORACE HARDING EXPRESSWAY,,,,,,QUEENS,Unspecified,2006-02-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HORACE HARDING EXPRESSWAY,3583852
76,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2006-06-06T00:00:00.000,Unspecified QUEENS,Street Condition,2006-06-05T00:00:00.000,HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,Pothole,,N/A, MAIN STREET,,,,,,QUEENS,Unspecified,2006-06-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,MAIN STREET,3587656
77,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-03-15T00:00:00.000,Unspecified QUEENS,Street Condition,2006-03-14T00:00:00.000,,,Pothole,,N/A,,,101 AVENUE,VAN WYCK EXPRESSWAY,,,QUEENS,Unspecified,2006-03-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3595448
78,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-06-20T00:00:00.000,Unspecified QUEENS,Street Condition,2006-06-17T00:00:00.000,,,Pothole,,N/A,,,56 AVENUE,UTOPIA PARKWAY,,,QUEENS,Unspecified,2006-06-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3596431
79,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-01-06T00:00:00.000,Unspecified QUEENS,Street Condition,2006-01-05T00:00:00.000,,,Pothole,,N/A,,,243 STREET,MEMPHIS AVENUE,,,QUEENS,Unspecified,2006-01-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3585490
80,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-03-14T00:00:00.000,Unspecified QUEENS,Street Condition,2006-03-13T00:00:00.000,,,Pothole,,N/A,,,50 AVENUE,CRESCENT STREET,,,QUEENS,Unspecified,2006-03-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3587416
81,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-03-23T00:00:00.000,Unspecified QUEENS,Street Condition,2006-03-22T00:00:00.000,,,Pothole,,N/A,,,145 AVENUE,HOOK CREEK BOULEVARD,,,QUEENS,Unspecified,2006-03-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3588945
82,BLOCKFACE,DOT,Department of Transportation,QUEENS,,HOWARD BEACH,2006-05-31T00:00:00.000,10 QUEENS,Street Condition,2006-05-26T00:00:00.000,78 STREET,79 STREET,Pothole,,N/A, LINDEN BOULEVARD,11414,,,,,QUEENS,Unspecified,2006-05-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,LINDEN BOULEVARD,3590757
83,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-05-15T00:00:00.000,Unspecified QUEENS,Street Condition,2006-05-10T00:00:00.000,,,Pothole,,N/A,,,199 STREET,LINDEN BOULEVARD,,,QUEENS,Unspecified,2006-05-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3595722
84,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-12-19T00:00:00.000,Unspecified QUEENS,Street Condition,2006-12-18T00:00:00.000,,,Pothole,,N/A,,,24 STREET,QUEENS PLAZA NORTH,,,QUEENS,Unspecified,2006-12-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3600318
85,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2006-04-07T00:00:00.000,10 BROOKLYN,Street Condition,2006-04-06T00:00:00.000,FT HAMILTON PARKWAY,GATLING PLACE,Pothole,,N/A, 92 STREET,11209,,,,,BROOKLYN,Unspecified,2006-04-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,92 STREET,3512392
86,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,,Unspecified BROOKLYN,Street Condition,2006-02-09T00:00:00.000,OCEAN PARKWAY,ERICSON DRIVE ENTRANCE SB,Wear & Tear,,N/A, SHORE PARKWAY,,,,,,BROOKLYN,Unspecified,2006-05-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,SHORE PARKWAY,3515350
87,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-05-15T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-04-07T00:00:00.000,,,Pothole,,N/A,,,NOSTRAND AVENUE,QUENTIN ROAD,,,BROOKLYN,Unspecified,2006-05-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3514542
88,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2006-03-06T00:00:00.000,03 BROOKLYN,Street Condition,2006-03-03T00:00:00.000,BUFFALO AVENUE,ROCHESTER AVENUE,Pothole,,N/A, ATLANTIC AVENUE,11233,,,,,BROOKLYN,Unspecified,2006-03-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,ATLANTIC AVENUE,3512822
89,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2006-04-02T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-03-14T00:00:00.000,26 STREET,27 STREET,Pothole,,N/A, 3 AVENUE,,,,,,BROOKLYN,Unspecified,2006-04-02T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,3 AVENUE,3511991
90,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,,13 BROOKLYN,Street Condition,2006-02-27T00:00:00.000,OCEAN PARKWAY,WEST 5 STREET,Wear & Tear,,N/A, SURF AVENUE,11224,,,,,BROOKLYN,Unspecified,2006-02-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,SURF AVENUE,3512977
91,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-02-19T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-02-08T00:00:00.000,,,Pothole,,N/A,,,FLATBUSH AVENUE,PLAZA STREET,,,BROOKLYN,Unspecified,2006-02-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3516501
92,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,,Unspecified BROOKLYN,Street Condition,2006-01-11T00:00:00.000,,,Wear & Tear,,N/A,,,HAMILTON AVENUE,WOODHULL STREET,,,BROOKLYN,Unspecified,2006-01-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3513294
93,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-03-04T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-02-20T00:00:00.000,,,Pothole,,N/A,,,BRIGHTON 6 STREET,SHORE PARKWAY,,,BROOKLYN,Unspecified,2006-03-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3515694
94,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2006-12-26T00:00:00.000,05 BROOKLYN,Street Condition,2006-12-24T00:00:00.000,ASHFORD STREET,WARWICK STREET,Pothole,,N/A, LINDEN BOULEVARD,11207,,,,,BROOKLYN,Unspecified,2006-12-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,LINDEN BOULEVARD,3525786
95,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-08-17T00:00:00.000,Unspecified BRONX,Street Condition,2006-08-10T00:00:00.000,,,Pothole,,N/A,,,CRESTON AVENUE,EAST BURNSIDE AVENUE,,,BRONX,Unspecified,2006-08-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3644841
96,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-06-01T00:00:00.000,Unspecified BRONX,Street Condition,2006-05-26T00:00:00.000,,,Pothole,,N/A,,,HENRY HUDSON PARKWAY,WEST 235 STREET,,,BRONX,Unspecified,2006-06-01T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3638406
97,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,,2006-10-22T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2006-10-21T00:00:00.000,,,Pothole,,N/A,,,AMBOY ROAD,ARDEN AVENUE,,,STATEN ISLAND,Unspecified,2006-10-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3633444
98,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2006-02-03T00:00:00.000,08 BROOKLYN,Street Condition,2006-02-02T00:00:00.000,EASTERN PARKWAY,LINCOLN PLACE,Pothole,,N/A, BUFFALO AVENUE,11213,,,,,BROOKLYN,Unspecified,2006-02-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BUFFALO AVENUE,3517603
99,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-05-19T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-05-18T00:00:00.000,,,Pothole,,N/A,,,LIBERTY AVENUE,LINCOLN AVENUE,,,BROOKLYN,Unspecified,2006-05-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3518514
100,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2006-06-28T00:00:00.000,07 BROOKLYN,Street Condition,2006-06-21T00:00:00.000,3 AVENUE,4 AVENUE,Pothole,,N/A, 35 STREET,11232,,,,,BROOKLYN,Unspecified,2006-06-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,35 STREET,3518928
101,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-07-11T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-07-10T00:00:00.000,,,Pothole,,N/A,,,3 AVENUE,32 STREET,,,BROOKLYN,Unspecified,2006-07-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3521126
102,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-04-25T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-04-20T00:00:00.000,,,Pothole,,N/A,,,4 AVENUE,85 STREET,,,BROOKLYN,Unspecified,2006-04-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3520204
103,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-02-02T00:00:00.000,05 MANHATTAN,Street Condition,2006-01-31T00:00:00.000,BROADWAY,PARK AVENUE SOUTH,Pothole,,N/A, EAST 21 STREET,10010,,,,,MANHATTAN,Unspecified,2006-02-02T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 21 STREET,3540408
104,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-03-03T00:00:00.000,12 MANHATTAN,Street Condition,2006-03-02T00:00:00.000,WEST 178 STREET,TRANSMANHATTAN EXPRESSWAY,Pothole,,N/A, WADSWORTH AVENUE,10033,,,,,MANHATTAN,Unspecified,2006-03-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WADSWORTH AVENUE,3540453
105,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-01-19T00:00:00.000,08 MANHATTAN,Street Condition,2006-01-17T00:00:00.000,MADISON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 62 STREET,10065,,,,,MANHATTAN,Unspecified,2006-01-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 62 STREET,3545228
106,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2006-07-12T00:00:00.000,15 BROOKLYN,Street Condition,2006-07-11T00:00:00.000,BATCHELDER STREET,BRAGG STREET,Pothole,,N/A, AVENUE W,11229,,,,,BROOKLYN,Unspecified,2006-07-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,AVENUE W,3521304
107,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-01-07T00:00:00.000,06 MANHATTAN,Street Condition,2006-01-05T00:00:00.000,2 AVENUE,3 AVENUE,Pothole,,N/A, EAST 57 STREET,10022,,,,,MANHATTAN,Unspecified,2006-01-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 57 STREET,3544349
108,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-05-22T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-05-21T00:00:00.000,,,Pothole,,N/A,,,FRANKLIN AVENUE,LAFAYETTE AVENUE,,,BROOKLYN,Unspecified,2006-05-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3519659
109,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2006-05-30T00:00:00.000,13 BROOKLYN,Street Condition,2006-05-29T00:00:00.000,OCEAN PARKWAY,WEST 5 STREET,Pothole,,N/A, SURF AVENUE,11224,,,,,BROOKLYN,Unspecified,2006-05-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SURF AVENUE,3519580
110,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,,05 BROOKLYN,Street Condition,2006-10-06T00:00:00.000,ATLANTIC AVENUE,FULTON STREET,Wear & Tear,,N/A, HENDRIX STREET,11207,,,,,BROOKLYN,Unspecified,2006-10-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,HENDRIX STREET,3522510
111,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,,2006-04-19T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2006-04-18T00:00:00.000,,,Pothole,,N/A,,,GUYON AVENUE,STONEHAM STREET,,,STATEN ISLAND,Unspecified,2006-04-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3598829
112,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,,07 BROOKLYN,Street Condition,2006-12-04T00:00:00.000,4 AVENUE,5 AVENUE,Wear & Tear,,N/A, 49 STREET,11220,,,,,BROOKLYN,Unspecified,2006-12-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,49 STREET,3530742
113,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2006-09-22T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-09-21T00:00:00.000,LIRR BAY RIDGE DIV,SCHENECTADY AVENUE,Pothole,,N/A, GLENWOOD ROAD,,,,,,BROOKLYN,Unspecified,2006-09-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,GLENWOOD ROAD,3521871
114,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2006-07-26T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-07-25T00:00:00.000,RAPELYE STREET,WOODHULL STREET,Pothole,,N/A, HICKS STREET,,,,,,BROOKLYN,Unspecified,2006-07-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HICKS STREET,3527534
115,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-06-09T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-06-08T00:00:00.000,,,Pothole,,N/A,,,BARUCH PLACE,DELANCEY STREET,,,MANHATTAN,Unspecified,2006-06-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3547944
116,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2006-10-11T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-10-10T00:00:00.000,DIVISION AVENUE,MORTON STREET,Pothole,,N/A, BEDFORD AVENUE,,,,,,BROOKLYN,Unspecified,2006-10-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BEDFORD AVENUE,3523692
117,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2006-04-07T00:00:00.000,08 MANHATTAN,Street Condition,2006-04-07T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 89 STREET,10128,,,,,MANHATTAN,Unspecified,2006-04-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 89 STREET,3549221
118,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2006-01-04T00:00:00.000,Unspecified MANHATTAN,Street Condition,2006-01-03T00:00:00.000,,,Pothole,,N/A,,,5 AVENUE,BROADWAY,,,MANHATTAN,Unspecified,2006-01-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3546398
